id,text,overall_anxiety,career_path_confusion,salary_gap,workplace_involution,identity_crisis,sentiment,confidence,key_phrases,explanation
152,c __AlisVolatPropriis 10月22日 22:26 来自 微博网页版 调prompt的过程中又发现把指令描述清晰是多么重要的一件事。 比如，我想让ai挑出这篇文章里面所有的生词，因为我这个生词本不仅仅针对我自己，后面可能会给学生用或者作为一个产品，所以我的设定是高中生水平。 所以，我告诉gpt，让他挑出这篇英文文章里面所有中国高中生不认识的单词。 实际上高中 展开c,0.2,0.1,0.0,0.3,0.2,neutral,0.85,调prompt的过程中又发现把指令描述清晰是多么重要的一件事; 我的设定是高中生水平; 我告诉gpt，让他挑出这篇英文文章里面所有中国高中生不认识的单词,文本主要描述了在调整提示词（prompt）过程中对指令清晰度的重视，以及为不同受众（如学生或产品）设定标准的过程。这反映出对工作质量要求较高，但并未直接表达对职业发展、薪酬、身份认同的焦虑。然而，提到
153,c 升值计 10月22日 19:35 转赞人数超过100 来自 荣耀300 旅拍神器 作为全网最尊重体制内的博主，我发现一个现象。在中国众多小城市和县城中，存在一个引人深思的现象：购买保健品的主力军，已经是小城市体制内退休人员，已经成为保健品营销的主要目标。 其实也不止是县城和小地方，国内绝大部分是体制内的退休人员——尤其是干部和老师，非常吃保健品这一套。 这一现 展开c,0.2,0.1,0.1,0.2,0.3,neutral,0.85,引人深思的现象; 保健品营销的主要目标; 非常吃保健品这一套,文本主要描述了一个社会现象，即小城市和县城的体制内退休人员是保健品的主要消费群体。虽然没有直接表达个人焦虑情绪，但通过提到“引人深思的现象”和“非常吃保健品这一套”，可以推测出对职场或社会角色的某种不
154,c _艾痴_ 10月22日 19:12 转赞人数超过1000 我不再在意任何跟我不相干的人的眼光。 我的私人朋友圈已经关闭了，不再发任何东西。现在我对外展示的唯一窗口就是微博和助理朋友圈。 我今天做了什么好看的衣服，我心情怎样，我有什么感悟，我有什么成长，我遇见了什么好玩的东西，统统不发。 如果是为了记录，我只设置仅自己可见，不相干的人是看 展开c,0.4,0.3,0.2,0.5,0.4,negative,0.85,不再在意任何跟我不相干的人的眼光; 私人朋友圈已经关闭了; 对外展示的唯一窗口就是微博和助理朋友圈; 不发任何东西; 只设置仅自己可见,文本中表现出对职场形象和他人评价的高度敏感，通过关闭私人朋友圈、限制内容发布等行为，反映出对社交压力和身份认同的焦虑。虽然没有直接提到职业发展或薪酬问题，但整体情绪偏向负面，显示出一定的职场内卷和身份
155,c Boya博雅女士 10月22日 07:51 转赞人数超过200 来自 Redmi Note 12T Pro 刚刚看郭律直播间的切片，结合最近“翁帆女士和杨振宁先生”的故事，颇多感慨——怎么能改善夫妻之间的关系？身为中年人，我差点看哭了。 连麦者： 你好，郭律。我想您帮我分析一下，主要婚姻生活这一块，经常让我内耗。 我跟我老公是大学同学，在一起应该有十几年了，但是结婚比较晚。大学在恋爱三 展开c,0.3,0.2,0.1,0.3,0.4,negative,0.85,婚姻生活这一块，经常让我内耗; 差点看哭了; 颇多感慨,文本主要围绕婚姻关系的困扰展开，提及‘内耗’和‘差点看哭’等表达，显示出较强的个人情感波动和对人际关系的焦虑。虽然没有直接提到职业发展、薪酬或职场竞争，但‘中年人’和‘十几年的恋爱’暗示了对人生阶段和
156,c Robert67355 10月22日 03:00 来自 iPhone 12 我今天在图书馆写了差不多400多字以后，就回办公室了。然后路上我就整理了一下自己的思绪。我觉得我自己其实特别自私，把别人当成自己的努力目标，甚至没有问过别人愿不愿意这样。但我就看到自己为什么会有这样的心态。我认为，我目前处在一个压力特别大的时候，我的博士课题的完成本来我应该是有动力 展开c,0.5,0.4,0.1,0.6,0.5,negative,0.85,压力特别大; 自私; 没有问过别人愿不愿意; 博士课题的完成本来我应该是有动力,文本中表达了对自身行为的反思（如‘自私’），以及当前所处的高压状态（‘压力特别大’）。这表明存在一定的职场内卷焦虑（工作压力大、竞争激烈）和身份认同焦虑（对自己行为的自我否定）。虽然未直接提到职业发展
157,c --千千晚星 10月21日 22:11 来自 iPhone客户端 人生永远都是围墙。 我在技校上班的时候，有3个烦恼，1是很烦我的上级领导，总觉得她常常阴阳怪气。2是很烦招生，这意味着寒暑假会被砍掉一大半且扣工资。3是觉得自己不在体制内。 于是我前些年的基本常态是一边上班一边备考，一年总会崩溃那么几次。有一次我考特岗，又进面了，但是要求必须是在无业 展开c,0.75,0.8,0.6,0.7,0.8,negative,0.9,人生永远都是围墙; 一边上班一边备考; 一年总会崩溃那么几次; 觉得自己不在体制内; 要求必须是在无业,文本中表达了强烈的职场焦虑情绪。首先，作者提到在技校工作时有三个烦恼，包括对上级领导的不满、招生工作的压力以及缺乏体制内身份，这反映了职业发展路径不清晰（career_path_confusion）和
158,c 秋日胜春6502551837 10月21日 11:38 来自 北京大学超话 【恶人孔庆东】（1077） 写与央妹#央妹# “可老师骂我是因为我勾结你破坏劝学群呀。〞 央妹，在孔老师眼里，什么人才是坏人？ “左派骂右派汉奸，右派骂左派汉奸。” 这句来自阿忆的微博，让我明白了孔老师为何会经常骂人汉奸，居然是北大遗风，北大有如此多汉奸？ “你可以接着说 ，我到底怎么 展开c,0.3,0.2,0.1,0.4,0.3,negative,0.85,孔老师骂我是因为我勾结你破坏劝学群呀; 左派骂右派汉奸，右派骂左派汉奸; 北大有如此多汉奸？,文本中提到的‘孔老师骂人汉奸’和‘北大有如此多汉奸’等内容显示出对职场中人际关系复杂性和身份认同的担忧。同时，‘左派骂右派汉奸，右派骂左派汉奸’暗示了职场中可能存在的对立与竞争，体现出一定的职场内卷现
159,c 赵老师很努力 10月21日 11:11 工作一塌糊涂、生活一团糟、看不到希望，撑不住了，还有前路吗？ 网友来信： 赵老师，我想让你来听听我的故事，我觉得我自己要窒息了，如果哪天撑不住了，我可能就找个地方离开吧。 我25岁，父母都是在镇里摆摊做小生意的，2年前大专电商专业毕业。 但我当时很向往老师这行就去考小学语文老师，在 展开c,0.85,0.9,0.7,0.8,0.9,negative,0.92,工作一塌糊涂; 生活一团糟; 看不到希望; 撑不住了; 找个地方离开,文本中表现出强烈的焦虑情绪，主要体现在对职业发展路径的迷茫（如‘看不到希望’），对自身处境的不满（如‘工作一塌糊涂、生活一团糟’），以及对职场压力和身份认同的困惑（如‘撑不住了’和‘找个地方离开’）。
160,c 不神经的神经叨 10月17日 22:22 转赞人数超过400 来自 发神经Android 这篇博文建议转到相亲相爱一家人群里。 请各位岁月静好阿姨，知足常乐大叔不要骂我。 身体没有大毛病，但有点小毛病的低龄老人要学会照顾好自己，尽量不要过度麻烦正被工作折磨的焦头烂额的子女。 我在临床上经常会碰到一些五六十岁的低龄老人，本身生的也不是什么重病，但一有毛病就打电话让子女丢 展开c,0.3,0.2,0.1,0.4,0.3,negative,0.85,被工作折磨的焦头烂额; 不要过度麻烦; 临床经常碰到; 低龄老人,文本主要表达了对老年人因小病频繁打扰子女的担忧，反映出对家庭责任和职场压力的双重焦虑。其中，'被工作折磨的焦头烂额'直接体现了职场内卷带来的压力（ Workplace Involution），评分较高
161,c 五雾芜 10月16日 23:50 来自 iPhone客户端 最近想了许多，刚刚读了一年的硕士，便又要面临人生的分叉口，这一切过的太快了，这一次我没有了考研时的自信，也迷失了前进的方向，迟迟无法上涨的正确率，一封又一封的拒绝邮件，我不再从容. 我从小到大过着教科书一般的人生，一步步考上高中，考上大学，考上研究生，听着考上什么什么就好了的说辞 展开c,0.75,0.8,0.3,0.6,0.7,negative,0.9,人生分叉口; 没有了考研时的自信; 迷失了前进的方向; 迟迟无法上涨的正确率; 一封又一封的拒绝邮件; 不再从容; 教科书一般的人生,文本中表现出强烈的对职业发展方向的迷茫（如‘人生分叉口’、‘迷失了前进的方向’），以及身份认同的不确定（如‘教科书一般的人生’）。虽然未直接提到薪酬问题，但‘一封又一封的拒绝邮件’和‘不再从容’暗示了
162,c 咪鱼咪- 10月16日 16:37 来自 iPhone客户端 要不要生娃这件事我想了很久。 我是个很怕痛的人，上次做乳腺手术我痛了一周，手术时的恐惧还历历在目，生育的时候肯定会更痛的，我知道这个只是疼一时，会不会有永久性损伤不清楚。 假如我在本地的不育朋友多的话，应该也不会老是纠结生不生娃了。 我跟对象在体制内没有大钱赚，有了娃日子应该会紧巴 展开c,0.3,0.1,0.2,0.1,0.4,negative,0.85,怕痛的人; 手术时的恐惧还历历在目; 会不会有永久性损伤不清楚; 有了娃日子应该会紧巴,文本主要围绕生育问题展开，涉及对身体疼痛和未来经济压力的担忧。虽然没有直接提到职业发展、薪酬或职场竞争，但通过‘体制内没有大钱赚’和‘有了娃日子应该会紧巴’可以推测出对经济状况的焦虑，这可能间接影响到
163,c 赵老师很努力 10月16日 07:07 毕业两年，身边朋友陆续交卷了，我如果考不上体制内岗位就不配精彩的生活下去了吗？ 网友来信： 赵老师，我毕业两年，身边朋友工作干什么的都有。大家也陆陆续续交卷，也有很多一直全职还在考。 通过考上得到铁饭碗，有的通过考上嫁得好。我不知道是周围带给自己的一种压力，还是莫名自身无形的压 展开c,0.75,0.8,0.3,0.6,0.8,negative,0.9,考不上体制内岗位就不配精彩的生活下去了吗？; 周围带给自己的一种压力; 莫名自身无形的压迫,文本中表达了强烈的对职业发展方向的迷茫（如‘不知道是周围带给自己的一种压力，还是莫名自身无形的压’），以及对身份认同的不确定（如‘我如果考不上体制内岗位就不配精彩的生活下去了吗？’）。虽然没有直接提到
164,c 小天_天天 10月16日 02:32 来自 Android 。 。 。 。 黑泥 感觉大三挺痛苦的。不像大一大二，前面好像一直有人挡着，可以不费心思光想着当下。现在不行。无可避免地被推到了山边边，是决定做缆车去对面，还是再往上走走，全看自己了。我一直感觉自己没办法给自己做决定，我老是感觉自己对自己负不了这个责任。现在的我凭什么决定以后的我走什 展开c,0.75,0.8,0.2,0.6,0.7,negative,0.85,感觉大三挺痛苦的; 感觉自己没办法给自己做决定; 对自己负不了这个责任; 现在的我凭什么决定以后的我走什么,文本中表达了强烈的自我怀疑和对未来的不确定感，尤其是‘感觉大三挺痛苦的’和‘感觉自己没办法给自己做决定’等短语直接反映了发展路径迷茫（career_path_confusion）和身份认同危机（ide
165,c 热爱自己与生活的无奈青年 10月16日 00:11 来自 鹿晗超话 鹿晗超话 一不留神下周就是香港场了，我有钱却不能去，好难受，难受的心痛，半夜躺床上就不自觉流泪，因为今年四巡我才第一次见到鹿晗，前三巡一直在上学，今年独自一人考公到了陌生的城市，本来是和闺蜜一起考，她没考上就剩我自己独自上班，她现在在家备考，我也不好经常找她倾诉怕打扰他学习， 展开c,0.6,0.5,0.3,0.4,0.7,negative,0.85,好难受，难受的心痛; 半夜躺床上就不自觉流泪; 独自一人考公到了陌生的城市; 不好经常找她倾诉怕打扰他学习,文本中表现出较强的孤独感和对生活状态的不满，尤其是‘独自一人考公到了陌生的城市’和‘不好经常找她倾诉怕打扰他学习’体现出身份认同和社交支持的缺失，因此在‘身份认同’维度得分较高。同时，‘好难受，难受的
166,c 李树不秃 10月15日 20:08 转赞人数超过50 最近26届的一些同学找工作，跟我说刷到小红书的帖子太焦虑，我的建议是立刻卸载！ 我在秋招到春招的几个月内，因为经常在小红书看到我面试的很多单位的负面信息，做出过一些误判，焦虑的不行。以及很多帖子说法务这啊那的。 这些让我一度怀疑自己的选择到底对不对，但去做律师就轻松吗？不选择目前这 展开c,0.75,0.8,0.3,0.6,0.7,negative,0.85,刷到小红书的帖子太焦虑; 做出过一些误判，焦虑的不行; 怀疑自己的选择到底对不对; 不选择目前这,文本中表达了强烈的对职业发展方向的不确定（如‘怀疑自己的选择到底对不对’），以及因外部信息（如小红书）带来的焦虑感。虽然没有直接提到薪酬问题，但存在一定的职场压力和竞争感（如‘内卷’）。身份认同方面也
167,c _-555-_ 10月15日 09:36 来自 iPhone客户端 本来说好这段时间少看点这些社交平台，但在今天这个比较特殊的日子还是想写点东西，思来想去好像也只有写在微博了，其实我根本都不知道想说些什么，就权当安慰自己了。 刚刚选完岗，跟我哥聊了一下自己的想法，他作为一个已经进入体制内的人虽然不太理解我的做法但还是愿意支持我，谢谢他。思绪被拉回 展开c,0.4,0.6,0.2,0.3,0.5,negative,0.85,本来说好这段时间少看点这些社交平台; 思来想去好像也只有写在微博了; 其实我根本都不知道想说些什么; 权当安慰自己了; 刚刚选完岗,文本中表现出对职业选择后的迷茫和不确定感（如“刚刚选完岗”、“根本都不知道想说些什么”），这反映了发展路径的迷茫。虽然没有直接提到薪酬问题，但整体情绪偏向负面，因此薪酬落差评分较低。职场内卷和身份认同
168,c 红发橙子 10月15日 06:26 转赞人数超过10 来自 HUAWEI P60 #被体制内大佬的工作留痕震撼到了#别人评查我的案卷，估计觉得这个承办人太自恋了，卷里哪哪都是他的照片。 没别的意思，就是出去调证要是没调到，外出掏人没掏到，我都会在人家单位门口拍张照片放卷里，以示我来过，潜台词是虽然没收获，不是没干过。 万一多年以后案子真的出了啥问题，评查的人看到 展开c,0.45,0.3,0.2,0.6,0.5,negative,0.85,被体制内大佬的工作留痕震撼到了; 虽然没收获，不是没干过; 万一多年以后案子真的出了啥问题,文本中表现出对工作成果被质疑的焦虑（身份认同），以及在工作中需要通过拍照留痕来证明自己努力的无奈（职场内卷）。虽然没有直接提到职业发展或薪酬问题，但隐含了对工作价值被认可的担忧。整体情绪偏向负面，表达
169,c 总有一天我要回家 10月14日 15:11 来自 英语学习超话 从来没想过一份工作能给我干到一说就委屈的想哭的境界，到底是谁在羡慕体制内的人，体制内的工作不是一般人能干的了的，今天局长找来谈话说要给我调岗了，从人事调到财务，让我调整好心态，不要再说辞职的事了，可是我在这边真的不是很适应，脑子天天跟浆糊一样，动不动就头疼失眠，体重也在下降（虽然 展开c,0.75,0.8,0.3,0.7,0.8,negative,0.9,一说就委屈的想哭的境界; 脑子天天跟浆糊一样; 动不动就头疼失眠; 体重也在下降; 不是一般人能干的了的; 不要再说辞职的事了,文本中表现出强烈的职场焦虑情绪，主要体现在对职业发展方向的迷茫（如‘从人事调到财务’、‘调整好心态’）、对工作压力和适应困难的描述（如‘脑子天天跟浆糊一样’、‘头疼失眠’），以及身份认同的不确定（如‘
170,c ruyishuo 10月14日 11:41 来自 iPhone客户端 考编有意义吗？分两段。 22-30岁，有编制可太香了。 一，找对象是王牌。丈母娘一看就高兴。哐哐哐，陪嫁两套房。 二，基本不加班。体制内加班是少见情况，除了台风暴雨，山洪暴发，或者大型体育比赛，一般没有什么必须加班。 三，有面子。亲朋好友都会把你视为 展开c,0.1,0.1,0.2,0.1,0.1,neutral,0.85,考编有意义吗？; 有编制可太香了; 基本不加班; 有面子,文本主要讨论考编的利弊，从内容来看，作者在描述体制内工作的优势（如稳定、不加班、有面子），并未表现出强烈的焦虑情绪。然而，提到“考编有意义吗？”暗示对职业选择的思考，可能隐含一定的发展路径迷茫。此外，
171,c violet这般般 10月13日 22:31 来自 iPhone客户端 最近在持续的学习事业编考试。是在朋友的带动下开始准备的，自我本身，好像没有什么目的性和驱动力。有二十天了，还有不到两周也就要结束了。这个过程中，很多的时候我在想，我要考吗？我为什么要考呢？ 有次下课碰到一个朋友，算是朋友吧。我是在大学刚毕业23岁的时候认识他的。认识他的时候，他和他 展开c,0.5,0.7,0.3,0.4,0.6,negative,0.85,没有目的性和驱动力; 我要考吗？我为什么要考呢？; 对职业发展方向不明确,文本中表现出明显的自我怀疑和对职业方向的迷茫，如‘没有目的性和驱动力’、‘我要考吗？我为什么要考呢？’等表达，反映出发展路径迷茫（0.7）和身份认同焦虑（0.6）。虽然未直接提到薪酬或工作压力，但通过
172,c 投资人黄海 10月13日 21:18 转赞人数超过30 来自 微博网页版 西贝和始祖鸟翻车背后的启示 最近一段时间，有几个大家很熟悉的品牌翻车了，包括西贝跟始祖鸟。 我的文章一直不追逐热点，我更关注的是热点事件背后，能给我们每个人带来什么思考。 事情已经过去一段时间，我们一起冷静推敲，这些品牌翻车事件带给我们的启示。 一句话来概括我的核心观点：西贝和始 展开c,0.1,0.1,0.1,0.2,0.1,neutral,0.85,品牌翻车事件; 冷静推敲; 启示,文本内容主要围绕品牌翻车事件进行分析，强调理性思考和从中获得的启示。整体情绪较为中性，没有直接表达对职业发展、薪酬、职场竞争或身份认同的焦虑。但提到‘翻车’和‘冷静推敲’可能暗示一定的压力或不确定性，
173,c 五彩荧光大马蜂 10月13日 16:49 来自 iPhone客户端 中午下班去食堂吃饭，随手给妈妈拍了一张，得到了如下图回复👇，顿时在食堂就没了食欲，好像在提醒我在好好吃饭享受生活的同时而我的父母还在奔波工作连口饭都吃不上。 妈妈说她其实只是想表达，为我按时吃饭的生活感到很开心，但看到她的话我一点儿也不开心。 从小到大我听过了也 展开c,0.4,0.2,0.1,0.3,0.5,negative,0.85,顿时在食堂就没了食欲; 父母还在奔波工作连口饭都吃不上; 一点儿也不开心,文本中主要表达了对家庭责任的担忧和情感上的失落，而非直接涉及职业发展、薪酬或职场竞争。因此，发展路径迷茫和薪酬落差的焦虑较低。但文中提到‘父母还在奔波工作连口饭都吃不上’，反映出对自身生活与家庭状况的
174,c 西梅鉴茶师 10月13日 05:37 转赞人数超过20 国企一把手安排人进国企有多容易？ 朋友是个重度宠物奴，家里宠物养了一堆，某天，宠物协会联系她，说捡到了一条流浪狗，品相特别好，貌似是别人家里走丢的，问她要不要，她一眼就相中了，领回家养了一段时间。 狗主人找上门，就这样玄幻的相识，故事开始了。 狗的主人是本地某央企的一把手，才空降来 展开c,0.1,0.1,0.0,0.1,0.1,neutral,0.85,国企一把手安排人进国企有多容易？; 玄幻的相识,文本主要讲述一个关于宠物和职场关系的故事，没有直接表达对职业发展、薪酬、工作压力或身份认同的焦虑。然而，提到‘国企一把手安排人进国企有多容易？’可能暗示对职场晋升路径的潜在疑问，因此在‘发展路径迷茫’
175,c unfettered1111 10月13日 03:26 来自 iPhone客户端 二十五岁的我怎么看待十五岁的我：感觉十年过去，我变得更烂了，十五岁的我是生活的勇者，敢于幻想未来，敢于主动求幸福，如今的我是生活的懦夫，怯于走出身上的套子，家庭，朋友，那个人塑造了“理性”的我，怯弱的我，不愿、不敢、不再逃出这套旧规则和旧秩序的我。也许当时的我会看不起这位吃公粮， 展开c,0.75,0.8,0.3,0.6,0.9,negative,0.85,变得更烂了; 生活的懦夫; 怯于走出身上的套子; 不愿、不敢、不再逃出这套旧规则和旧秩序的我,文本中表达了强烈的自我否定情绪，尤其是对自身成长状态的不满（如‘变得更烂了’），以及对职业身份和人生方向的迷茫（如‘生活的懦夫’、‘怯于走出身上的套子’）。这表明在身份认同方面存在高度焦虑。同时，作者
176,c 轩师处世之道 10月12日 09:13 来自 微博网页版 在体制内，说话的艺术往往能决定事情的走向。我曾亲眼见证单位副处王处，凭借三招“沟通公式”，在十余年里从基层科员晋升实权副处，连最难缠的人都能被他说得心服口服。这三招后来也成了我创业路上的“制胜法宝”。 刚借调到机关时，我是个只会写材料的“榆木疙瘩”。一次跨部门项目推进会，处长让我 展开c,0.2,0.3,0.1,0.2,0.2,neutral,0.85,说话的艺术往往能决定事情的走向; 从基层科员晋升实权副处; 只会写材料的‘榆木疙瘩’; 跨部门项目推进会,文本主要讲述体制内沟通技巧的重要性，并提到通过学习他人经验实现职业发展。虽然提及了自身曾是“榆木疙瘩”，暗示初期可能缺乏自信或能力不足，但整体语气偏向中性，没有明显表达对薪酬、竞争或身份认同的强烈焦虑
177,c 财哼亨 10月11日 18:46 来自 微博视频号 考编有意义吗？听@财宝宝 怎么说 考编有意义吗？分两段。 22-30岁，有编制可太香了。 一，找对象是王牌。丈母娘一看就高兴。哐哐哐，陪嫁两套房。 二，基本不加班。体制内加班是少见情况，除了台风暴雨，山洪暴发，或者大型体育比赛，一般没有什么必须加班。 展开c 播放视频,0.1,0.1,0.2,0.1,0.1,neutral,0.85,考编有意义吗？; 有编制可太香了; 基本不加班,文本主要讨论考编的利弊，从内容来看，作者对编制工作的优势（如稳定、不加班）有所提及，但并未表现出强烈的焦虑情绪。在四个维度中，发展路径迷茫和身份认同的焦虑较低，因为文本没有提到职业方向不确定或角色归属
178,c 最是橙光菊绿时678 10月11日 13:38 来自 HUAWEI P50 10月11日 今年上半年开始，我就明显感觉自己在辅导儿子学习上力不从心了 一是他学习深度和作业量开始上升 二是自己工作也忙，回家也需要松一口气 以前还能每天检查他的学习和作业完成情况 现在隔一天做一次可能都坚持不了 再不然就是一边加班处理工作，一边见缝插针检查他的学习情况 状态自然不好，情 展开c,0.4,0.2,0.1,0.6,0.3,negative,0.85,力不从心; 隔一天做一次可能都坚持不了; 一边加班处理工作，一边见缝插针检查他的学习情况,文本主要表达了对家庭与工作平衡的焦虑，尤其是工作压力大（如‘一边加班处理工作，一边见缝插针检查他的学习情况’）和时间不足（如‘隔一天做一次可能都坚持不了’），这反映了职场内卷（workplace_in
179,c 开始感悟GN 自主创作 10月10日 19:32 来自 中年人超话 中年人的工作现状~#中年人##工作# 很想和朋友们一起聊聊人到中年大家真实的工作情况是什么样的？说说我自己，体制内高职院校思政课教师，或许很多人羡慕的职业，却也有诸多的无奈和心酸。看着身边曾经的同窗好友有的是某学校某学院党委副书记，有的是某学校副校长，某大学副教授、硕士生导师等等，我也 展开c,0.65,0.7,0.4,0.5,0.6,negative,0.85,体制内高职院校思政课教师; 羡慕的职业，却也有诸多的无奈和心酸; 曾经的同窗好友有的是某学校某学院党委副书记; 对职业发展方向不明确,文本表达了作者对自身职业现状的不满与反思。通过对比同窗好友的职位成就，显示出对职业发展路径的迷茫（career_path_confusion）。虽然提到‘体制内’可能暗示稳定，但‘无奈和心酸’表明存在
180,c Yivillyn 10月10日 11:21 来自 Redmi Turbo 3 齐传铮在现代可能开什么车？ 我的想法是凯雷德，但是他开这个缪矜年开什么。 沃尔沃xc90？在境外撞坏无所谓 ，车不贵改装贵。 晏弦终也许是红旗国耀，他真体制内（我等一下）。 才发现我在现代忘了写他们的车了。,0.2,0.1,0.1,0.3,0.2,neutral,0.75,忘了写他们的车了; 他真体制内,文本内容主要围绕对职场人物（如齐传铮、晏弦终）可能开的车型进行讨论，属于非正式的社交话题。虽然提到‘忘了写他们的车了’可能暗示某种疏忽或不明确感，但整体语境较为轻松，没有明显表现出对职业发展、薪酬、竞
181,c 新出行贺磊 10月09日 19:25 转赞人数超过100 来自 iPhone 15 Pro 《国庆全新蔚来ES8两千公里真实感受日记（总结篇）》 最近10来天，一直在开这台新ES8，一直在路上，用手机敲字，也写了五篇小作文了，今天回到公司，端坐于电脑面前，有了更充分的写作环境，@Keven 也一直在催我，故想总结一下这两千公里云和月的所思所想，加上之前一直拖欠的动态部分，合并为此总结篇 展开c,0.1,0.1,0.1,0.2,0.1,neutral,0.85,一直在路上; @Keven 也一直在催我; 拖欠的动态部分,文本主要描述了作者在国庆期间驾驶蔚来ES8进行长途旅行，并在回到公司后开始撰写总结性文章。文中提到“@Keven 也一直在催我”和“拖欠的动态部分”，暗示工作压力和任务紧迫感，可能反映出一定的职场内卷
182,c Huppyyae 10月09日 16:13 来自 iPhone客户端 不考公不考编不考研人生这辈子就完蛋嗯嗯，你们这些靠时代红利获得工作的长辈不配来对我指指点点，站着说话不要疼，把你辞了丢进人才市场看看现在谁能要你。非得体制内g企y企才叫体面的好工作啊？？？其实我也是这么想的，但是我的心性不允许我在这种岗位上呆一辈子呢……,0.75,0.8,0.6,0.7,0.8,negative,0.9,不考公不考编不考研人生这辈子就完蛋; 非得体制内g企y企才叫体面的好工作啊？？？; 你辞了丢进人才市场看看现在谁能要你; 我的心性不允许我在这种岗位上呆一辈子,文本中表现出强烈的对职业发展路径的迷茫（如‘不考公不考编不考研人生这辈子就完蛋’），以及对身份认同的焦虑（如‘你辞了丢进人才市场看看现在谁能要你’）。同时，对职场竞争和薪酬落差也有明显不满（如‘你们这
183,c 白白瘦瘦头发多的小幸运卷儿 10月09日 11:28 来自 微博网页版 我给你分析个粑粑 啥玩意走大法看不出来啊 你冲啥？ 你都冲了两万了 夹紧双腿收好钱包，冷血无情走大法 工资卡要来再说吧 啥玩意都让我分析？ 你让婚托买点Lv香奈儿爸资卡一交，还需要我分析么 —————————————————————————————————— 160斤哈哈哈哈哈哈 挺可 展开c,0.6,0.3,0.7,0.5,0.4,negative,0.85,工资卡要来再说吧; 啥玩意都让我分析？; 夹紧双腿收好钱包，冷血无情走大法,文本中表现出对薪酬待遇的不满（如“工资卡要来再说吧”），暗示了薪资与期望或同行之间的落差。同时，“啥玩意都让我分析？”和“夹紧双腿收好钱包，冷血无情走大法”反映出对职场竞争压力的焦虑，以及对自身在职场
184,c 还好没腐烂在今天 10月08日 19:03 来自 荣耀60 Pro 5G 其实我觉得我的焦虑和迷茫跟我在什么环境没关系。如果走体制内，去个区重，我会像所有体制内学生那样感到压力。如果放弃中考成绩，去个中本贯通，学简单的学科知识，我依然会迷茫，一遍一遍的告诉自己人不能只做自己能做的事情。如果像现在这样在走体制外，在国际学校，依然会对语言感到恐惧，为成绩焦 展开c,0.75,0.9,0.3,0.6,0.8,negative,0.85,焦虑和迷茫; 不会感到压力; 依然会迷茫; 一遍一遍的告诉自己人不能只做自己能做的事情; 对语言感到恐惧; 为成绩焦,文本中表达了强烈的‘发展路径迷茫’，因为作者反复提到无论选择哪种环境（体制内、中本贯通、国际学校）都会感到迷茫和焦虑。‘身份认同’方面也表现出明显的不确定感，如对语言的恐惧和对成绩的担忧。‘职场内卷’
185,c 绵绵小红豆 10月07日 23:58 来自 iPhone客户端 睡不着很多话想说但是没法说出口，不想把这样一面展现给任何人我总是想在别人面前展现工作顺利父母恩爱家庭和睦姐姐弟弟都很贴心，跟男朋友幸福跟朋友玩的开心，但是其实每一句都是谎话🙂 真的开始工作之前我对网上说的只有考上的那一刻是开心的这句话还是嗤之以鼻我觉得都是在凡尔赛，沉浸在自己毕 展开c,0.6,0.4,0.3,0.7,0.6,negative,0.85,睡不着很多话想说但是没法说出口; 每一句都是谎话; 只有考上的那一刻是开心的; 沉浸在自己毕业之前,文本中表达了强烈的内心压力和对自我形象的维护，显示出对职场身份认同的焦虑（如‘每一句都是谎话’）。同时，提到‘睡不着很多话想说但是没法说出口’表明存在较大的心理负担和情绪压抑，可能与工作压力或内卷有关
186,c Miss汉谟拉比 10月07日 23:06 转赞人数超过90 来自 微博网页版 中秋吃饭还有一个有意思的事。家里人说，小美你跟十几年前我们见到你一样，这几年都没变化，看上去还是很少女。 我觉得上一次我在一个有些年龄的女性身上看到少女感，就是梅丽尔斯特里普。她在《大楼里只有谋杀》第三季的表演，不仅自然流畅，而且陷入恋爱时那种欣喜与娇俏，真的超级少女。 还有于佩尔 展开c,0.1,0.1,0.1,0.1,0.1,neutral,0.95,几年都没变化; 看上去还是少女; 陷入恋爱时那种欣喜与娇俏,文本内容主要围绕对个人外貌和状态的描述，提及了他人对自己保持少女感的评价，并以梅丽尔·斯特里普和于佩尔为例进行比较。整体情绪较为中性，没有直接表达职业发展、薪酬、内卷或身份认同方面的焦虑。虽然提到‘几
187,c 智学语录 10月05日 21:45 来自 微博 weibo.com 推荐8本适合你读的书 1.《曾国藩传》 前些时间，收到两本书，一本是张宏杰老师的《曾国藩传》，另一本是崔永元老师的《有话说》，花了一个晚上，先看完《有话说》，主要讲述的是说话的艺术；但花了几乎一周，读完了张宏杰老师的《曾国藩传》，这是我看过最好的一本曾国藩传，一个人的一生，竟可以如 展开c,0.0,0.0,0.0,0.0,0.0,neutral,0.95,,该文本主要介绍了一位用户阅读书籍的经历，内容偏向于推荐和分享，没有直接表达对职业发展、薪酬、职场竞争或身份认同的焦虑情绪。因此，四个维度的焦虑指数均为0。整体情感倾向为中性，文本未表现出明显的情绪波动
