id,text,overall_anxiety,career_path_confusion,salary_gap,workplace_involution,identity_crisis,sentiment,confidence,key_phrases,explanation
111,c 温爸教子 2024年07月20日 17:06 来自 微博网页版 企业一般是不会倒闭的。业务骨干到任何时候都不需要纠结焦虑 现代企业大多并非以彻底倒闭这种方式告终，更多是通过重组来实现转型与新生。当一些企业经营状况不佳，运转遇到难题时，我们不能轻易就认定它们没有价值了。实际上，企业仍然拥有大量珍贵的资源，像厂房、设备、土地这类有形资产，还有技术 展开c,0.1,0.1,0.1,0.2,0.1,neutral,0.85,企业一般是不会倒闭的; 业务骨干到任何时候都不需要纠结焦虑; 现代企业大多并非以彻底倒闭这种方式告终; 不能轻易就认定它们没有价值了,文本整体语气较为中立，旨在传递一种对企业的信心和对员工的鼓励。虽然提到‘业务骨干到任何时候都不需要纠结焦虑’，但并未直接表达出强烈的焦虑情绪。因此，四个维度的焦虑指数均较低。文本未提及职业发展路径、薪
112,c 王大力如山 2024年07月19日 08:15 来自 微博音频 #听见微博# #微博声浪计划# 这是一档关注金融行业职场从业者和已退休从业者的栏目，主理人是王大力。 之所以缘起要录今天这期节目，是因为最近金融行业发生了挺多不好的事，比如之前中金的那位女生去世，让人深感惋惜和痛心。而与此同时的互联网上，也出现一些新的叙事，像是历史进入垃圾时间，做金融 展开c 播放视频,0.6,0.4,0.3,0.7,0.5,negative,0.85,金融行业发生了挺多不好的事; 中金的那位女生去世; 历史进入垃圾时间; 做金融,文本提到金融行业发生负面事件（如中金员工去世），并提及‘历史进入垃圾时间’，暗示对行业前景和职场环境的担忧。这反映出较强的职场内卷焦虑（0.7），同时对职业发展路径（0.4）和身份认同（0.5）也有一
113,c 一个坏土豆 2024年07月13日 20:16 来自 微博网页版 我曾长期深陷失业的恐惧与绝望！ 土豆说： 最近连续写了几期经济，留言板聊的最多的问题之一就是失业。 宏观上我聊了几期了，今天从个体角度来谈谈这个问题，我们应该如何度过人生的至暗时刻。 别的我不敢说，但谈到失业，我真的是这个方面的专家。 我失业的经验陆续加起来超过了6年.......几乎占 展开c,0.75,0.6,0.3,0.8,0.7,negative,0.9,长期深陷失业的恐惧与绝望; 人生的至暗时刻; 失业的经验陆续加起来超过了6年,文本中明确提到‘长期深陷失业的恐惧与绝望’和‘人生的至暗时刻’，表现出强烈的对职业稳定性的担忧。‘失业的经验超过6年’进一步强化了这种焦虑感，说明作者在职场中经历了长期的不确定性，因此在‘职场内卷’和
114,c 挽回 2024年07月13日 13:35 来自 微博网页版 为什么现在人都不想结婚了？ 婚姻，作为人类社会中一项古老而重要的制度，长久以来承载着繁衍后代、经济互助、情感依托等多种功能。然而，在当今社会，越来越多的人开始表现出对婚姻的犹豫甚至排斥，结婚率的持续下降已经成为一个全球性的社会现象。那么，究竟是什么原因导致了现在的人们普遍不想结婚 展开c,0.2,0.1,0.1,0.2,0.3,negative,0.85,为什么现在人都不想结婚了？; 婚姻，作为人类社会中一项古老而重要的制度; 越来越多的人开始表现出对婚姻的犹豫甚至排斥; 结婚率的持续下降已经成为一个全球性的社会现象,文本主要探讨婚姻观念的变化，而非直接涉及职场焦虑。因此，四个维度的焦虑指数均较低。然而，文中提到‘越来越多的人开始表现出对婚姻的犹豫甚至排斥’和‘结婚率的持续下降’，暗示了个体在社会角色和人生规划上的
115,c 李桂江 2024年06月09日 14:25 来自 微博网页版 #董宇辉称到今天都不享受直播工作# 董宇辉说：“我是非常抗拒卖东西的，实事求是，我到今天都不享受这个工作”，虽然觉得自己的工作有支撑意义，但没有喜悦，“可能本质上还是自己以前性格上的原因，过去职业的原因”。 我相信他讲的是真话，工作的东西，很少人能真正喜欢的。以前有问你觉得最辛福的 展开c,0.4,0.3,0.2,0.5,0.4,negative,0.85,非常抗拒卖东西; 到今天都不享受这个工作; 没有喜悦; 可能本质上还是自己以前性格上的原因,文本中董宇辉表达了对直播工作的不享受和抗拒，显示出对职业角色的不认同（身份认同焦虑），同时提到‘没有喜悦’和‘性格上的原因’暗示了对职业发展方向的不确定（发展路径迷茫）。虽然未直接提及薪酬或竞争压力，
116,c 三联生活周刊 2024年05月27日 12:49 来自 微博网页版 【#一份双休工作我用了10年才找到# 】#双休和单休真是两种人生# 在35岁之前，我终于找到了一份双休工作，很多人的第一份工作就是双休，而我却用了10年才找到，这其中我觉得主要是由于我的选择和能力欠缺造成的。 我是2008年江苏省高考改革的第一届，那年我是踩着二本分数线上了我们省内的一所二本工科 展开c,0.6,0.7,0.4,0.5,0.6,negative,0.85,用了10年才找到; 选择和能力欠缺; 双休和单休真是两种人生,文本中提到作者在35岁之前才找到一份双休工作，这反映出对职业发展路径的迷茫（career_path_confusion），因为很多人第一份工作就是双休，而他却用了十年。同时，他提到自己的选择和能力不足
117,c 祉野 2024年05月22日 11:48 上学被同学霸凌，上班被同事霸凌，在互联网还要被大男主粉霸凌，天生被霸凌的命我是,0.75,0.6,0.4,0.8,0.9,negative,0.95,被同学霸凌; 被同事霸凌; 被大男主粉霸凌; 天生被霸凌的命,文本中表达了强烈的负面情绪，尤其是对职场和网络环境中的持续压迫感。'被同学霸凌'、'被同事霸凌'和'被大男主粉霸凌'表明了个体在不同环境中都感受到被排斥和攻击，这直接指向身份认同危机（identity
118,c 唐三秒Fiona 2024年04月25日 19:41 来自 iPhone客户端 重生我是全职宝妈设计师 自二一年突然知晓有了宝宝开始🤰工作就开始团糟图从来没有想过会经历那么现实的职场，短短两个月公司经历了停业，注销，开张🌚 ❗️❗️❗️最后结果就是我离职了，还是自愿签署的离职承诺书，这一签换来的就是再也回不去，这一签换来的就是三年的待业经历，或许这就是麻 展开c,0.85,0.9,0.6,0.7,0.9,negative,0.92,工作就开始团糟; 公司经历了停业，注销，开张; 自愿签署的离职承诺书; 三年的待业经历; 再也回不去,文本中表达了强烈的职场挫折感和对职业发展的迷茫。作者提到从全职宝妈设计师到突然失业的经历，显示出对职业路径的不明确和身份认同的动摇（如‘再也回不去’）。虽然未直接提及薪酬问题，但长期待业可能暗示了经济
119,c 忘忧小说 2024年04月19日 00:30 来自 iPhone 11 Pro Max 《能做不能说的职场潜规则》 第1章 我们公司空降了一个总经理，据说是总公司某个领导的亲信。 为了尽快做出业绩，他直接把我这个公司销冠开了，然后把我的客户全部划到他自己名下。 还大幅调低了公司客户的分成比例，跑去跟总公司领导邀功。 他在年会上说：看我多厉害，才来几个月，就给公司盈利了几个 展开c,0.75,0.6,0.8,0.9,0.7,negative,0.85,被开除; 客户全部划到他名下; 大幅调低分成比例; 邀功,文本描述了职场中因空降领导而遭遇不公平对待的情境，包括被解雇、客户资源被剥夺以及薪酬调整等行为。这些事件直接引发了强烈的焦虑情绪。其中，'职场内卷'（0.9）最为突出，因为文中提到的过度竞争和不公正待
120,c 霓彩鱼跃 2024年04月16日 00:07 来自 Redmi 7 《青蛙王子与灰姑娘》 英俊在单位，房产业务越来越熟练，同事相处的也不错，做了店长，与我的相处比较好的同事朋友相处的不错，我们经常结伴一起小聚，K歌、台球、吃饭喝酒，他也会和他的同学泡网吧玩游戏，后来他自己租了一个小小的房子，从合租的地方搬出来了，他的同学与女友一起租住了，我偶尔过去 展开c,0.1,0.1,0.1,0.1,0.1,neutral,0.85,房产业务越来越熟练; 同事相处的也不错; 做了店长; 结伴一起小聚,文本内容整体描述了一个人在职场中逐渐成长的过程，包括业务能力提升、人际关系良好、职位晋升等积极信息。没有明显表达焦虑情绪的词汇或情境，如对职业方向的不确定、薪酬不满、工作压力大或身份认同问题。因此，四
121,c 星屿漫川 2024年04月13日 20:21 来自 北方有谷堆Android 抛去她写的文（当然我非常喜欢她的作品），她这个人就是一个让我很敬佩很羡慕也很强的女性，因为很久没有刷到她的微博内容，我还是在这件事之后去翻了她微博，发现这条，她在工作上遇到轻视，她的回答是“我会用我的业务能力狠狠打脸每一个把人看扁的白男让他知道我这么年轻坐到这个位置是有真本事的” 展开c,0.6,0.3,0.2,0.7,0.6,negative,0.85,用我的业务能力狠狠打脸每一个把人看扁的白男; 我这么年轻坐到这个位置是有真本事的,文本中提到职场中遭遇轻视，表现出对工作环境中不公待遇的不满和应对压力的强烈情绪。这反映了职场内卷（0.7）和身份认同（0.6）的焦虑。虽然没有直接提到职业发展路径或薪酬问题，但通过表达对自身能力的强调
122,c 清河庆 2024年04月09日 11:39 来自 Redmi Note 12 Turbo 只要人活着，就不可能不痛苦。当你意识到自己辛苦的付出和努力后仍然达不到别人的起点，当你发现自己的生活状态不尽人意，当你做了很多尝试还是走不出困境，就会觉得苦闷。 我是苦闷的，我相信大多数的年轻人也是苦闷的。因为在我们共同所处的社会环境，经济周期，文化氛围里。我们很难获得：满意的工 展开c,0.75,0.8,0.6,0.7,0.8,negative,0.9,辛苦的付出和努力后仍然达不到别人的起点; 生活状态不尽人意; 走不出困境; 苦闷; 很难获得满意的工,文本表达了强烈的焦虑情绪，主要体现在对职业发展路径的迷茫（如‘达不到别人的起点’、‘走不出困境’），以及对自身在职场中角色和归属感的不确定（如‘苦闷’）。虽然没有直接提到薪酬差距或内卷的具体描述，但通
123,c 早睡早起好过一病不起 2024年03月21日 00:08 来自 微博轻享版 03.20 我人生的这趟列车，终会到达那里 ———————————— ootd之又是装聪明蛋的一天，最近皮肤状态巨好，走在路上觉得艳压群芳，我这个人真是漂亮不得一点[不好意思]（自拍时嘴凸是一点都不提哈） 找工作第三天，一回舒适圈真的就舒适了。上午斗志极低，在我非常真诚但有点烦人地争取机会、 展开c,0.3,0.4,0.2,0.3,0.2,neutral,0.85,找工作第三天，一回舒适圈真的就舒适了; 上午斗志极低,文本中提到‘找工作的第三天’和‘一回舒适圈真的就舒适了’，暗示对职业发展路径的不确定性和对当前状态的不满，体现出一定的职业发展迷茫（0.4）。虽然有提到‘斗志极低’，但没有直接提及薪酬或薪资对比，因此
124,c dnixnehj 2024年03月19日 23:09 来自 荣耀70 Pro 5G 讨厌一些自以为是的男领导 并没有让我感受到互联网公司的扁平化管理 开会的时候不认真听就要被提问比上课还严格 还要被迫说一些虚伪的对工作的期待对公司的夸奖 现在的心态就是反正我是实习生大不了开除我,0.65,0.4,0.2,0.8,0.7,negative,0.85,讨厌一些自以为是的男领导; 没有让我感受到互联网公司的扁平化管理; 开会的时候不认真听就要被提问比上课还严格; 被迫说一些虚伪的对工作的期待对公司的夸奖; 反正我是实习生大不了开除我,文本中表达了强烈的不满和压抑情绪。'讨厌一些自以为是的男领导' 和 '没有让我感受到互联网公司的扁平化管理' 显示了对职场环境的失望，属于身份认同焦虑。'开会的时候不认真听就要被提问比上课还严格' 和
125,c 深白的幻想森林w 2024年03月18日 19:00 来自 微博网页版 失业四个月了 你还好吗？ 大家好啊 我曾经是一名base在北京的互联网打工狗 因为确实很狗 一路兢兢业业踏实肯干 从11年毕业时月薪3300 到22年年底时月薪3万3 感觉这11个年头就像一个被我越吹越大的大泡泡 去年年底的时候 啪的一声 全都碎了 离职是因为公司要搬家 我因为个人原因 没法跟着大部队一起 展开c,0.75,0.8,0.6,0.7,0.8,negative,0.9,失业四个月了; 一路兢兢业业踏实肯干; 越吹越大的大泡泡; 啪的一声 全都碎了; 无法跟着大部队一起,文本表达了强烈的职场焦虑情绪。'失业四个月了'和'啪的一声 全都碎了'表明对职业发展和经济状况的极度担忧，体现出身份认同危机（identity_crisis）和职业路径迷茫（career_path_c
126,c 少数派sspai 2024年03月11日 15:07 来自 微博网页版 #少数派年度征文# 渐入佳境：斜杠程序员的数字游民转型之旅 大家好，我是张小吉，一个斜杠程序员。去年 8 月份从职场毕业后，开始自己的数字游民转型之旅。 从刚开始的焦虑惶恐盲目尝试，到现在确定自己未来深耕的方向，其中还是有蛮多坎坷的。 不过好在我坚持了下来，目前已经渐入佳境啦。成果就是已 展开c,0.3,0.6,0.2,0.3,0.3,positive,0.85,焦虑惶恐盲目尝试; 确定自己未来深耕的方向; 其中还是有蛮多坎坷的; 坚持了下来; 渐入佳境,文本中提到‘从刚开始的焦虑惶恐盲目尝试，到现在确定自己未来深耕的方向’，表明作者在转型初期存在明显的职业发展路径迷茫（0.6）。但整体情绪是积极向上的，强调‘坚持了下来’和‘渐入佳境’，说明焦虑已有所
127,c 丸子麻麻要睡好覺 2024年03月09日 21:12 来自 iPhone客户端 部门来了个新同事，性别：男 是那种非常典型的🇨🇳男 今天上班的人很少，我们小组这周本是双休，我是调休了这周单休，他是因为刚来不知道这周双休所以来上班了 一大早非常主动找我搭话了，三言两语就打开了我这个闷葫芦的话匣子。 在这之前，听说部门来了个很厉害的，我知道就是他的那一瞬间我承 展开c,0.2,0.1,0.0,0.3,0.2,neutral,0.85,部门来了个新同事; 非常典型的🇨🇳男; 我承 展开c,文本主要描述了与新同事的互动，没有直接表达对职业发展、薪酬或工作压力的强烈焦虑。但提到‘非常典型的🇨🇳男’和‘我承’（可能为‘我承受’的不完整表达）暗示了一定程度的职场适应压力和身份认同的不确定性。整
128,c 社畜茶水间 2024年03月08日 21:11 来自 2号咖啡机iPhone 11 投稿： 我失败的前半生 茶，我又要失业了……给大家分享分享我的历程，可能能帮大家及时调整自己的规划避避坑吧。 本科和硕士都选了非常小众的工科专业，当时经济形势还不错，没有对任何行业产生过下滑或者萎缩的担忧，硕士毕业后也就开始在本专业内工作。但是这个行业本来规模就不大，现在又处于萎缩 展开c,0.75,0.8,0.6,0.7,0.7,negative,0.85,我要失业了; 失败的前半生; 行业规模不大; 处于萎缩,文本中表达了强烈的焦虑情绪，主要体现在对职业发展路径的迷茫（如‘失败的前半生’、‘行业萎缩’），以及对可能失业的担忧。虽然没有直接提到薪酬落差，但‘分享历程’和‘避坑’暗示了对职业前景的不安全感。职场
129,c 老王的BOSS圈 2024年02月28日 10:28 来自 微博搜索 #董宇辉不能既享受流量红利又逃避舆论# 董宇辉如何用流量征服质疑？ 在这个信息爆炸的时代，网红们的一言一行都牵动着无数网友的目光。董宇辉，作为互联网上的一颗璀璨明星，其高流量内容吸引了大量粉丝的关注，同时也不可避免地面临着来自四面八方的舆论挑战与质疑。今天，老王和你一起来深入探讨一下 展开c,0.2,0.1,0.1,0.3,0.2,neutral,0.85,信息爆炸的时代; 高流量内容; 舆论挑战与质疑; 深入探讨,文本主要围绕董宇辉作为网红在流量和舆论之间的平衡进行讨论，提及了‘信息爆炸’、‘舆论挑战与质疑’等关键词，暗示职场中因高关注度而产生的压力和竞争。但整体语境偏向中性，没有明确表达对职业发展、薪酬或身份
130,c 老王的BOSS圈 2024年02月22日 05:58 来自 微博网页版 #职场指南 #职场心理 #职业发展 职场生存法则：少说多做还是多说少做？ 不管是职场小白，还是职场老司机都面临一个困惑：人在职场，是少说多做还是多说少做？就像昨天，老王遇到一个案例：张女士，33岁，一家互联网公司的中层管理者，近期遇到非常烦心的事情。那就是她的直接领导对她有“看法”。原因 展开c,0.5,0.6,0.3,0.7,0.4,negative,0.85,职场生存法则; 人不在职场; 少说多做还是多说少做; 直接领导对她有‘看法’,文本中提到张女士作为中层管理者遇到直接领导的负面看法，暗示了她在职场中的身份认同和人际关系压力，体现出一定的职场内卷和身份危机。同时，文章提出关于‘少说多做还是多说少做’的困惑，反映出职业发展路径上的
131,c 努力毕业版奥子Olivia 2024年01月27日 13:10 来自 iPhone客户端 上个分享打工的帖子下有朋友问直播带货这份工作怎么样的哈，我给大家细细说来你们再参考参考要不要入行，分为四个部分：入行要求、行业现状、个人感受、个人想法。 首先是1⃣️入行要求 中专以上/大专以上 不太看重学历，看中销售的能力和脸，这里的脸不单纯指“好不好看”，而且“合不合适”， 展开c,0.2,0.1,0.2,0.3,0.1,neutral,0.85,入行要求; 不看中学历，看中销售的能力和脸; 合不合适,文本主要是在分享直播带货行业的信息，内容偏向中性。虽然提到行业对销售能力和外貌有要求，但并未表现出强烈的焦虑情绪。发展路径迷茫和身份认同的焦虑较低，因为没有明确表达对职业方向或自我价值的怀疑。薪酬落差
132,c 卜来又卜去 2024-01-19 16:05 转赞人数超过200 来自 iPhone 13 Pro Max 经常被问为啥两个外地人跑来福建定居 之前都说不知道，后来认真想了下 1️⃣白哥纯纯因为北方人没来过南方，好奇南方生活，加上校招被福建大厂招过来就卷铺盖下南方来玩玩了，朴实无华的理由；我是早先我爸在这边有工作，毕业后过了一阵子和初恋分手了就说换个环境呆呆（那段烂感情彻底改 展开c,0.2,0.1,0.1,0.3,0.2,neutral,0.85,卷铺盖下南方来玩玩了; 换个环境呆呆; 那段烂感情彻底改,文本主要描述了两位外地人选择在福建定居的原因，其中提到‘卷铺盖下南方来玩玩了’暗示了一定的工作压力和竞争（职场内卷），但并未明确表达对职业发展路径、薪酬待遇或身份认同的强烈焦虑。整体情绪较为中性，叙述
133,c 古月两青水 2024年01月12日 18:27 来自 微博网页版 《工作五年，害怕被这个世界抛弃，怎么办？》 因为弄自媒体，结识了很多朋友。虽然大多数日子里，我们都是点赞之交，可一旦遇到什么事情，随时都能开展一段深入的对谈。 上周我收到Z同学的留言，聊了工作、学习、AI时代这些话题。Z同学的问题比较模糊，更多的是对自己情况的阐述；我的回复也并不周全 展开c,0.4,0.6,0.2,0.3,0.5,negative,0.85,害怕被这个世界抛弃; 对自己的情况的阐述; 问题比较模糊; 回复也并不周全,文本中表达了对职业发展的不确定性和对自身价值的怀疑，如“害怕被这个世界抛弃”和“对自己的情况的阐述”显示出发展路径迷茫和身份认同焦虑。虽然没有直接提到薪酬或内卷的具体内容，但整体情绪偏向负面，因此整体
134,c 北落的师门 2024年01月05日 17:10 来自 iPhone 11 Pro 【如何穿越职业生涯的牛熊-北落答疑】-#北落碎碎念# 网友提问：师座您好，我是20年在同事的推荐下入市的，从什么都不懂到小有了解，感谢您及市场上优秀的人的科普。 这三年来是我经历的第一次牛熊，时至今下我依然对我国经济充满了乐观，憧憬着未来；但是在市场弱势之下，我想请教一下在 您是怎么 展开c,0.2,0.1,0.0,0.3,0.2,neutral,0.85,穿越职业生涯的牛熊; 第一次牛熊; 市场弱势之下; 对我国经济充满了乐观,文本中提到用户经历了第一次牛熊周期，表达了对市场环境的担忧（如‘市场弱势之下’），这反映了职场内卷和对职业发展的不确定性。但整体情绪较为中性，用户仍对经济保持乐观，因此焦虑程度较低。没有明确提及薪酬落
135,c 关雅荻 2023年12月25日 11:32 来自 iPhone 12 Pro Max 昨晚的#关雅荻吾爱西尼马##电影年会不能停#活动现场实录 非常热闹~#跨年电影愿# 感谢董润年和应萝佳临时抽空来到影院现场跟观众互动~ 本期主要内容： 00:06 大鹏向「吾爱西尼马」听友推荐《年会不能停！》 01:50 关雅荻介绍本场活动和电影《年会不能停！》背景 05:48 观众1：影片对生活有真正的 展...,0.1,0.1,0.1,0.1,0.1,neutral,0.95,非常热闹; 感谢董润年和应萝佳临时抽空来到影院现场跟观众互动,该文本主要描述了一场电影活动的现场情况，内容以正面、中性的信息为主，没有直接表达焦虑情绪。虽然提到‘非常热闹’和‘感谢’等积极词汇，但整体语境偏向中性，未涉及职业发展、薪酬、内卷或身份认同方面的具体问
136,c 阳光普照大地万秋 2023年12月19日 08:57 来自 Xiaomi Civi 2 为人处世的30条 在当今社会，为人处世已经成为了成功的关键要素之一。 不论你是在职场奋斗，还是与家人朋友相处，为人处世的细节决定着我们的人际关系和未来前途。 今天，给大家分享30条为人处世的细节。让你成为一个更受欢迎的人。 1、不要欺骗他人，始终遵守你的承诺。答应别人的事情，确保你能够 展开c,0.1,0.1,0.1,0.1,0.1,neutral,0.95,为人处世的30条; 决定着我们的人际关系和未来前途; 让你成为一个更受欢迎的人,该文本主要是一篇关于职场人际交往技巧的指导性文章，内容偏向于积极建议和正面引导。文中没有直接提及与焦虑相关的具体问题，如职业发展迷茫、薪酬不满、工作压力或身份认同危机等。因此，四个维度的焦虑指数均较低
137,c Constance来杯手冲吧 2023年12月16日 21:04 来自 HUAWEI P50 Pro 我就知道他不会走。 我从来不关心任何直播， 只关心我在大促季能省多少钱， 作为一个刚下载抖音一周的用户， 我没有看过任何一场东方甄选的直播。 董宇辉火起来的时候， 我才知道新东方在直播带货， 用一种中英混杂、独特且不可替代性很强的方式进军如火如荼的直播带货行业， 以挽救K12毁灭性的打击 展开...,0.1,0.1,0.1,0.1,0.1,neutral,0.85,我从来不关心任何直播; 我没有看过任何一场东方甄选的直播; 以挽救K12毁灭性的打击,文本内容主要描述了用户对抖音和东方甄选直播带货的观察，以及董宇辉通过中英混杂方式进入直播带货行业的背景。整体情绪较为中性，没有直接表达对职业发展、薪酬、内卷或身份认同的焦虑。虽然提到新东方因K12受挫
138,c 幸运羊羊123 2023年12月13日 16:26 来自 微博网页版 其他生活体验：北京/成都/深圳微博正文 来分享一下杭州的生活体验吧 想到哪写到哪 来杭州将近半年了～不足之处欢迎补充 转眼来杭州将近半年了 时间真是一转眼 杭州的生活节奏很快，忙碌，充实，有目标感 是呆过的城市里唯一一个正向搞钱氛围浓厚的地方 这边的观念比较接近重商主义，尊重 展开c 幸运羊羊123 的微博 看到喵子写了几个...,0.15,0.1,0.1,0.2,0.1,neutral,0.85,生活节奏很快; 忙碌，充实，有目标感; 正向搞钱氛围浓厚,文本整体以分享生活体验为主，语气较为中性。提到杭州生活节奏快、工作忙碌且有目标感，暗示一定的工作压力（职场内卷），但未明确表达对职业发展路径、薪酬待遇或身份认同的强烈焦虑。因此，四个维度的焦虑指数均较
139,c 虎嗅APP 2023年12月07日 21:00 来自 微博网页版 【秋招落幕，二本生的简历石沉大海】 最新数据显示，2024年毕业生人数将达历史新高：1179万。而在维持8年高速增长后，2024年全国研究生考试报考人数为438万，较去年下降了36万。这意味着，直接就业或许成为更多应届生的选择。 拿下秋招，无异于拿到职场直通卡。今年的秋招从一开始就裹挟着“血雨腥风 展开c,0.75,0.8,0.6,0.9,0.7,negative,0.85,秋招落幕; 简历石沉大海; 血雨腥风; 直接就业; 职场直通卡,文本主要聚焦于2024年应届毕业生面临的就业压力，尤其是二本生在秋招中遭遇的困难。‘秋招落幕’和‘简历石沉大海’表达了对职业发展路径的迷茫（career_path_confusion）；‘血雨腥风’和
140,c 这是Stella呀哦啊 2023年11月30日 12:00 来自 iPhone客户端 那些真正会搞钱的人，做事方法都是相似的 「像强者学习」是之前在500强外企时leader经常讲的一句话 我一直有个利用碎片时间听书的习惯，每次不知如何行动时，我都会在脑海中搜索书中的片段，代入作者的视角，借鉴他们的做事方式。如果是他，将会如何解决这个问题？ 今天就来和大家分享一下，我在搞钱 展开c,0.2,0.1,0.1,0.3,0.2,positive,0.85,真正会搞钱的人; 做事方法都是相似的; 利用碎片时间听书的习惯; 借鉴他们的做事方式,文本整体呈现积极向上的态度，强调学习和自我提升。虽然提到‘真正会搞钱的人’和‘借鉴做事方式’，暗示对职业发展的关注，但并未直接表达焦虑情绪。‘职场内卷’在文本中没有明确提及，但‘不知如何行动时’可能隐
141,c 玖儿嘟嘟嘟噜 2023年11月25日 09:54 来自 荣耀30 5G 被互联网朋友治愈的一天 以后你进入职场，你可能会遇到很多不公平的事，这些不公平都是客观存在的，我不是让你放弃争取机会或者变得温吞，我是希望你从心态上知道这些问题的存在不是因为你才出现的，我希望你平和地接受这些不公平。,0.2,0.1,0.1,0.3,0.2,neutral,0.85,被互联网朋友治愈的一天; 你可能会遇到很多不公平的事; 不是因为你才出现的; 平和地接受这些不公平,文本整体语气较为中性，作者试图以一种劝导的方式提醒读者职场中的不公现象是客观存在的，并鼓励以平和心态面对。虽然提到‘不公平’，但并未表现出强烈的焦虑情绪，更多是一种理性的认知与劝慰。因此，在四个维度中
142,c 阿葱 2023-11-11 20:37 转赞人数超过200 来自 熬夜小能手 #我可以47# 在体能对抗的综艺「我可以47」里，看到了典型的职场生态。 节目的对抗难度很高，两队需要徒手攀岩过铁索桥，再从桥两端固定好放置板子的铁链，然后两队再从桥两边同时开始铺设桥板。等桥合拢之后，还要将1吨重的物资搬运过桥。整个项目对对抗双方的体力、耐性、心态、情绪，尤其是团队协作 展开c 动图,0.2,0.1,0.1,0.3,0.2,neutral,0.85,体能对抗的综艺; 对抗难度很高; 团队协作,文本主要描述了一个综艺节目中的职场生态，提到项目对体力、耐性、心态和情绪的要求较高，以及需要良好的团队协作。虽然提及了工作压力大（如‘对抗难度很高’），但并未直接表达对职业发展路径、薪酬待遇或身份认同
143,c 为好优姐姐 2023年10月29日 10:06 来自 为好优求职超话 新媒体怎么入门？ 如今确实新媒体运营炽手可热，很多人看着网上各种博主的爆火，自己也是跃跃欲试。其实也并不是不可以，只是如果要想成功也确实需要一定的规划，而不是一股脑分享自己的“日常vlog”。具体而言，可以从以下几方面入手： 首先：需要明确自己的方向与受众。如果只是单纯的在网上分享自己 展开c,0.2,0.3,0.1,0.1,0.2,neutral,0.85,新媒体运营炽手可热; 需要一定的规划; 不是一股脑分享自己的‘日常vlog’; 明确自己的方向与受众,文本主要围绕如何入门新媒体运营，提出了一些建议和思考。虽然提到‘新媒体运营炽手可热’可能暗示竞争激烈，但整体语气较为中性，没有明显表达对薪酬、身份认同或内卷的强烈焦虑。文本更偏向于提供指导而非表达情绪
144,c 社畜茶水间 2023-10-18 20:19 转赞人数超过200 来自 2号咖啡机iPhone 11 投稿： 茶茶好，大家工作辛苦了！今天想请问一下大家对“各方面条件都不是很有竞争力的”应届毕业生去北上广深漂的看法是什么呀？ 双非文科应届已在家乡某二线城市上班三个月（很痛苦准备裸辞），有互联网大厂和媒体的运营实习经历，无过硬的专业技能。家庭情况不算很差，择业期或者备考期可以简单啃 展开c,0.75,0.8,0.6,0.7,0.8,negative,0.9,各方面条件都不是很有竞争力的; 很痛苦准备裸辞; 无过硬的专业技能; 择业期或者备考期可以简单啃,文本中表现出强烈的职场焦虑情绪。首先，用户提到自己是‘双非文科应届生’，且‘各方面条件都不是很有竞争力’，这反映出对职业发展路径的迷茫（career_path_confusion）。其次，用户提到在二
145,c Scalers 2023年10月17日 14:40 来自 微博网页版 “数字游民”这个新兴职业，你准备好了没？ 最近看到“数字游民”的概念，有很多人在讨论。 所谓“数字游民”，就是一种生活方式，你不用在固定位置上班，能利用互联网远程创造收入，可以自由移动。于是，利用汇率差、物价差、空间差，你可以在全球各地工作，进而提高生活质量。 如果对照来看，十年 展开c,0.2,0.3,0.1,0.2,0.2,neutral,0.75,数字游民这个新兴职业，你准备好了没？; 对照来看，十年,文本主要介绍‘数字游民’这一新兴职业的概念和生活方式，语气较为中性。虽然提到‘你准备好了没？’可能暗示对职业选择的不确定性，但整体并未表现出强烈的焦虑情绪。因此，在四个维度上焦虑指数较低，尤其是薪酬落
146,c 啾咪一只小可爱_ 2023-09-14 09:05 转赞人数超过10 来自 iPhone客户端 最近和朋友们聊了不少，想写点东西记录下这三年。 当年高考成功上岸，但因为差点缘分没能来上海去了北京，成了一点说大不大说小不小的遗憾，那时候立志未来有机会一定要去上海实习，甚至去那里工作，对上海的执念一直持续了三年。但我始终记得，三年前的我有一个很坚定的目标：我要多实习，要往上爬， 展开c,0.3,0.4,0.1,0.2,0.3,neutral,0.85,对上海的执念一直持续了三年; 立志未来有机会一定要去上海实习; 要多实习，要往上爬,文本中表达了对职业发展方向的一定迷茫（如‘立志未来有机会一定要去上海实习’），但并未明确提到薪酬落差或职场内卷的具体内容。身份认同方面，作者提到对上海的执念，暗示了一定的归属感不确定。整体情绪较为中性
