城市_清洗,行业,薪资_月平均K,经验要求,学历要求
武汉,文化艺术/娱乐,6.0,经验不限,学历不限
武汉,房地产中介/租赁,10.0,经验不限,学历不限
武汉,餐饮,4.5,经验不限,学历不限
武汉,互联网金融,6.5,1-3年,学历不限
武汉,印刷/包装/造纸,5.0,经验不限,学历不限
武汉,互联网金融,11.5,经验不限,学历不限
武汉,电子商务,4.0,经验不限,学历不限
武汉,休闲/娱乐,12.5,经验不限,学历不限
武汉,即时配送,7.5,经验不限,学历不限
武汉,互联网,7.0,经验不限,学历不限
武汉,房地产中介/租赁,16.5,经验不限,学历不限
武汉,房地产中介/租赁,10.0,经验不限,学历不限
武汉,其他生活服务,8.5,经验不限,学历不限
武汉,保健/养生,10.5,经验不限,学历不限
武汉,酒店/民宿,5.5,1-3年,学历不限
武汉,互联网,7.5,经验不限,学历不限
武汉,其他行业,5.5,经验不限,学历不限
武汉,其他行业,7.5,经验不限,学历不限
武汉,餐饮,5.5,经验不限,学历不限
武汉,文化艺术/娱乐,10.5,经验不限,学历不限
武汉,物流/仓储,4.5,经验不限,学历不限
武汉,人力资源服务,6.5,经验不限,学历不限
武汉,社交网络与媒体,6.5,经验不限,学历不限
武汉,汽车后市场,6.0,经验不限,学历不限
武汉,文化艺术/娱乐,29.5,经验不限,初中及以下
武汉,咨询,6.5,经验不限,学历不限
武汉,互联网,50.0,经验不限,博士
武汉,汽车后市场,12.5,1-3年,学历不限
武汉,文化艺术/娱乐,7.5,经验不限,学历不限
武汉,互联网,3.12,1年以内,学历不限
武汉,家政服务,7.0,经验不限,学历不限
武汉,体育,9.5,经验不限,学历不限
武汉,互联网金融,10.5,经验不限,学历不限
武汉,汽车经销商,5.5,经验不限,学历不限
武汉,交通/运输,7.0,经验不限,学历不限
武汉,汽车零部件,10.5,10年以上,高中
武汉,批发/零售,5.5,经验不限,学历不限
武汉,新能源汽车,10.5,经验不限,学历不限
武汉,休闲/娱乐,5.5,经验不限,学历不限
武汉,互联网,5.5,经验不限,学历不限
武汉,培训/辅导机构,8.5,1-3年,高中
武汉,电子商务,11.0,经验不限,学历不限
武汉,互联网,,经验不限,学历不限
武汉,房地产中介/租赁,7.5,经验不限,学历不限
武汉,社交网络与媒体,0.48,经验不限,学历不限
武汉,电子商务,7.5,经验不限,学历不限
武汉,半导体/芯片,6.5,经验不限,学历不限
武汉,批发/零售,6.0,经验不限,学历不限
武汉,房地产中介/租赁,9.5,经验不限,学历不限
武汉,新零售,1.98,经验不限,高中
武汉,互联网,10.5,经验不限,学历不限
武汉,计算机软件,,经验不限,学历不限
武汉,休闲/娱乐,9.5,经验不限,学历不限
武汉,文化艺术/娱乐,10.5,经验不限,学历不限
武汉,其他生活服务,22.5,经验不限,学历不限
武汉,珠宝/首饰,7.5,经验不限,学历不限
武汉,房地产中介/租赁,11.5,经验不限,学历不限
武汉,酒店/民宿,10.5,经验不限,高中
武汉,半导体/芯片,7.0,经验不限,学历不限
武汉,文化艺术/娱乐,8.5,经验不限,学历不限
武汉,休闲/娱乐,9.0,经验不限,学历不限
武汉,医疗服务,5.5,1年以内,学历不限
武汉,美容,23.0,经验不限,学历不限
武汉,批发/零售,6.5,经验不限,学历不限
武汉,计算机/通信/其他电子设备,6.5,经验不限,学历不限
武汉,企业服务,6.5,经验不限,学历不限
武汉,机械设备/机电/重工,7.5,经验不限,学历不限
武汉,保健/养生,9.5,经验不限,学历不限
武汉,新零售,5.0,经验不限,学历不限
武汉,电子商务,10.5,经验不限,学历不限
武汉,汽车研发/制造,6.5,经验不限,学历不限
武汉,文化艺术/娱乐,9.5,经验不限,学历不限
武汉,互联网,24.75,经验不限,学历不限
武汉,日化,6.0,经验不限,学历不限
武汉,医药批发零售,5.5,1年以内,初中及以下
武汉,原材料及加工/模具,5.5,经验不限,学历不限
武汉,快递,6.0,经验不限,学历不限
武汉,法律,11.5,经验不限,学历不限
武汉,新零售,8.0,经验不限,学历不限
武汉,批发/零售,4.73,经验不限,学历不限
武汉,文化艺术/娱乐,9.5,经验不限,学历不限
武汉,培训/辅导机构,9.0,经验不限,学历不限
武汉,培训/辅导机构,15.5,1-3年,学历不限
武汉,广告营销,7.5,经验不限,学历不限
武汉,通信/网络设备,20.0,经验不限,学历不限
武汉,互联网金融,10.0,经验不限,学历不限
武汉,家政服务,9.5,经验不限,学历不限
武汉,美容/美发,15.0,经验不限,学历不限
武汉,房地产中介/租赁,7.5,经验不限,学历不限
武汉,房地产中介/租赁,7.5,经验不限,学历不限
武汉,美容,7.5,经验不限,学历不限
武汉,批发/零售,10.5,经验不限,学历不限
武汉,电子商务,6.5,1-3年,学历不限
武汉,文化艺术/娱乐,7.0,经验不限,高中
武汉,电子商务,13.5,经验不限,学历不限
武汉,汽车零部件,6.5,经验不限,学历不限
武汉,互联网,7.5,经验不限,学历不限
武汉,餐饮,5.5,经验不限,学历不限
武汉,文化艺术/娱乐,10.5,经验不限,学历不限
武汉,游戏,3.12,经验不限,学历不限
武汉,智能硬件,30.0,3-5年,硕士
武汉,机械设备/机电/重工,7.0,经验不限,学历不限
武汉,游戏,45.0,经验不限,学历不限
武汉,生活服务(O2O),10.5,经验不限,学历不限
武汉,计算机/通信/其他电子设备,7.5,经验不限,学历不限
武汉,新能源汽车,8.5,3-5年,学历不限
武汉,电子商务,6.75,经验不限,学历不限
武汉,新能源汽车,12.5,经验不限,学历不限
武汉,餐饮,4.5,经验不限,高中
武汉,通信/网络设备,7.25,经验不限,学历不限
武汉,互联网,6.5,经验不限,学历不限
武汉,家政服务,8.0,经验不限,学历不限
武汉,互联网,7.0,经验不限,学历不限
武汉,文化艺术/娱乐,5.5,经验不限,学历不限
武汉,印刷/包装/造纸,5.0,经验不限,学历不限
武汉,社交网络与媒体,2.64,经验不限,学历不限
武汉,企业服务,5.5,经验不限,初中及以下
武汉,批发/零售,7.0,经验不限,学历不限
武汉,食品/饮料/烟酒,8.5,经验不限,学历不限
武汉,互联网,7.0,经验不限,学历不限
武汉,批发/零售,5.0,经验不限,学历不限
武汉,互联网,55.55,经验不限,学历不限
武汉,建筑材料,11.5,经验不限,高中
武汉,休闲/娱乐,21.5,经验不限,学历不限
武汉,餐饮,5.0,经验不限,学历不限
武汉,文化艺术/娱乐,7.5,经验不限,学历不限
武汉,互联网,5.5,1-3年,高中
武汉,通信/网络设备,8.5,1年以内,学历不限
武汉,互联网,6.0,经验不限,学历不限
武汉,客运服务,10.5,经验不限,学历不限
武汉,房地产中介/租赁,12.5,经验不限,学历不限
武汉,汽车研发/制造,10.5,3-5年,学历不限
武汉,其他生活服务,16.0,经验不限,学历不限
武汉,文化艺术/娱乐,16.5,经验不限,学历不限
武汉,餐饮,4.5,1年以内,初中及以下
武汉,汽车后市场,7.0,经验不限,学历不限
武汉,金属制品,3.5,经验不限,学历不限
武汉,印刷/包装/造纸,4.75,经验不限,学历不限
武汉,食品/饮料/烟酒,4.5,经验不限,学历不限
武汉,咨询,12.5,经验不限,学历不限
武汉,批发/零售,8.5,经验不限,学历不限
武汉,批发/零售,3.0,经验不限,学历不限
武汉,餐饮,5.5,经验不限,学历不限
武汉,餐饮,5.5,经验不限,学历不限
武汉,生活服务(O2O),8.5,经验不限,学历不限
武汉,互联网,6.5,经验不限,学历不限
武汉,餐饮,3.3,经验不限,学历不限
武汉,新零售,5.0,经验不限,学历不限
武汉,房地产中介/租赁,6.5,经验不限,学历不限
武汉,汽车零部件,7.5,经验不限,学历不限
武汉,企业服务,6.0,经验不限,学历不限
武汉,批发/零售,7.5,经验不限,学历不限
武汉,咨询,27.5,经验不限,学历不限
武汉,文化艺术/娱乐,12.5,经验不限,学历不限
武汉,日化,6.0,经验不限,学历不限
武汉,批发/零售,3.5,经验不限,学历不限
武汉,文化艺术/娱乐,9.5,经验不限,学历不限
武汉,游戏,5.94,经验不限,学历不限
武汉,批发/零售,7.0,1年以内,学历不限
武汉,美容,10.0,经验不限,学历不限
武汉,其他生活服务,18.0,经验不限,学历不限
武汉,培训/辅导机构,11.5,经验不限,学历不限
武汉,保健/养生,5.5,1-3年,学历不限
武汉,文化艺术/娱乐,10.0,经验不限,学历不限
武汉,文化艺术/娱乐,15.0,经验不限,学历不限
武汉,保健/养生,22.5,经验不限,学历不限
武汉,批发/零售,4.0,经验不限,学历不限
武汉,生活服务(O2O),9.5,经验不限,学历不限
武汉,互联网,10.0,经验不限,学历不限
武汉,批发/零售,4.73,经验不限,学历不限
武汉,房地产中介/租赁,7.5,经验不限,学历不限
武汉,美容/美发,10.5,经验不限,学历不限
武汉,文化艺术/娱乐,12.5,经验不限,学历不限
武汉,医疗服务,9.5,经验不限,学历不限
武汉,批发/零售,0.54,经验不限,学历不限
武汉,其他专业服务,12.5,经验不限,学历不限
武汉,汽车后市场,10.5,3-5年,学历不限
武汉,电子/半导体/集成电路,7.25,经验不限,学历不限
武汉,房地产中介/租赁,7.5,经验不限,学历不限
武汉,房地产中介/租赁,7.5,经验不限,学历不限
武汉,汽车研发/制造,8.0,经验不限,学历不限
武汉,互联网金融,5.0,1-3年,学历不限
武汉,智能硬件/消费电子,6.0,经验不限,学历不限
武汉,汽车经销商,12.5,1-3年,学历不限
武汉,家政服务,5.5,经验不限,学历不限
武汉,美容,7.5,1-3年,高中
武汉,互联网,7.5,经验不限,学历不限
武汉,批发/零售,0.48,经验不限,学历不限
武汉,电子商务,22.5,经验不限,学历不限
武汉,其他生活服务,10.5,经验不限,学历不限
武汉,企业服务,0.54,经验不限,学历不限
武汉,生活服务(O2O),8.5,经验不限,学历不限
武汉,同城货运,10.0,经验不限,学历不限
武汉,半导体/芯片,7.0,经验不限,学历不限
武汉,汽车零部件,9.5,经验不限,学历不限
武汉,即时配送,0.96,经验不限,学历不限
武汉,文化艺术/娱乐,8.25,经验不限,学历不限
武汉,食品/饮料/烟酒,9.5,1-3年,高中
武汉,建筑材料,8.0,1-3年,高中
武汉,餐饮,6.0,经验不限,学历不限
武汉,日化,7.0,经验不限,学历不限
武汉,服装/纺织,7.5,经验不限,学历不限
武汉,批发/零售,9.5,经验不限,学历不限
武汉,即时配送,,经验不限,学历不限
武汉,美容/美发,8.5,经验不限,学历不限
武汉,互联网,10.0,经验不限,学历不限
武汉,食品/饮料/烟酒,7.5,经验不限,学历不限
武汉,服装/纺织,5.0,经验不限,学历不限
武汉,文化艺术/娱乐,10.0,经验不限,学历不限
武汉,即时配送,8.0,经验不限,学历不限
武汉,互联网,11.5,经验不限,学历不限
武汉,互联网,7.5,1年以内,高中
武汉,餐饮,5.5,1-3年,初中及以下
武汉,食品/饮料/烟酒,5.5,经验不限,学历不限
武汉,餐饮,5.0,1年以内,学历不限
武汉,医疗健康,40.0,经验不限,学历不限
武汉,计算机软件,18.5,3-5年,本科
武汉,汽车研发/制造,8.5,3-5年,高中
武汉,日化,8.5,1-3年,学历不限
武汉,投资/融资,6.0,经验不限,学历不限
武汉,互联网,8.0,经验不限,学历不限
武汉,物业管理,3.5,经验不限,学历不限
武汉,文化艺术/娱乐,6.5,经验不限,学历不限
武汉,投资/融资,12.5,经验不限,学历不限
武汉,休闲/娱乐,9.0,经验不限,学历不限
武汉,游戏,17.5,3-5年,学历不限
武汉,生物/制药,7.3,经验不限,学历不限
武汉,装修装饰,6.0,经验不限,学历不限
武汉,互联网,7.5,经验不限,学历不限
武汉,企业服务,5.5,经验不限,学历不限
武汉,同城货运,9.5,经验不限,学历不限
武汉,互联网,6.5,经验不限,学历不限
武汉,电子商务,3.52,经验不限,学历不限
武汉,休闲/娱乐,1.08,经验不限,学历不限
武汉,批发/零售,3.0,经验不限,学历不限
武汉,互联网,7.0,经验不限,学历不限
武汉,移动互联网,7.0,3-5年,学历不限
武汉,公路物流,6.5,经验不限,学历不限
武汉,汽车研发/制造,6.5,经验不限,学历不限
武汉,通用设备,6.75,经验不限,学历不限
武汉,电子商务,,经验不限,学历不限
武汉,酒店/民宿,5.5,3-5年,高中
武汉,餐饮,4.5,经验不限,学历不限
武汉,休闲/娱乐,7.5,1年以内,学历不限
武汉,计算机硬件,22.0,经验不限,学历不限
武汉,房地产中介/租赁,22.5,经验不限,学历不限
武汉,批发/零售,0.6,经验不限,学历不限
武汉,互联网,8.5,1年以内,高中
武汉,其他生活服务,9.5,经验不限,学历不限
武汉,其他生活服务,20.0,经验不限,学历不限
武汉,批发/零售,7.0,经验不限,学历不限
武汉,广播/影视,8.5,经验不限,学历不限
武汉,电子商务,4.5,经验不限,高中
武汉,房地产开发经营,7.5,经验不限,学历不限
武汉,休闲/娱乐,10.5,1-3年,学历不限
武汉,人力资源服务,9.5,经验不限,学历不限
武汉,批发/零售,2.5,经验不限,学历不限
武汉,文化艺术/娱乐,7.5,经验不限,学历不限
武汉,文化艺术/娱乐,7.5,1-3年,学历不限
武汉,餐饮,0.54,经验不限,学历不限
武汉,建筑材料,5.5,1-3年,高中
武汉,即时配送,7.5,经验不限,学历不限
武汉,食品/饮料/烟酒,4.5,1年以内,学历不限
武汉,餐饮,,经验不限,学历不限
武汉,餐饮,4.5,经验不限,学历不限
武汉,社交网络与媒体,6.0,经验不限,学历不限
武汉,广告营销,0.9,1年以内,学历不限
武汉,咨询,12.5,经验不限,学历不限
武汉,医药批发零售,6.5,1-3年,高中
武汉,食品/饮料/烟酒,10.5,经验不限,学历不限
武汉,房地产中介/租赁,8.0,经验不限,高中
武汉,家政服务,9.5,经验不限,初中及以下
武汉,咨询,40.0,经验不限,学历不限
武汉,计算机/通信/其他电子设备,7.25,经验不限,学历不限
武汉,电子商务,9.5,1-3年,高中
武汉,培训/辅导机构,10.5,1-3年,学历不限
武汉,批发/零售,7.0,经验不限,学历不限
武汉,保健/养生,10.5,经验不限,学历不限
武汉,文化艺术/娱乐,8.25,经验不限,学历不限
武汉,其他生活服务,21.0,经验不限,学历不限
武汉,餐饮,5.0,经验不限,学历不限
武汉,文化艺术/娱乐,8.25,经验不限,学历不限
武汉,美容,5.5,1-3年,学历不限
武汉,其他新能源,8.0,经验不限,学历不限
武汉,服装/纺织,5.0,经验不限,学历不限
武汉,餐饮,0.54,经验不限,学历不限
武汉,餐饮,12.5,3-5年,高中
武汉,广播/影视,9.0,经验不限,学历不限
武汉,餐饮,5.5,经验不限,学历不限
武汉,医疗健康,30.0,经验不限,学历不限
武汉,文化艺术/娱乐,9.5,经验不限,学历不限
武汉,文化艺术/娱乐,8.0,经验不限,学历不限
武汉,餐饮,6.0,经验不限,学历不限
武汉,游戏,20.0,1-3年,学历不限
武汉,休闲/娱乐,9.0,经验不限,初中及以下
武汉,批发/零售,7.5,经验不限,学历不限
武汉,休闲/娱乐,4.5,经验不限,学历不限
武汉,文化艺术/娱乐,7.5,经验不限,学历不限
武汉,社交网络与媒体,10.0,经验不限,学历不限
武汉,其他生活服务,8.5,经验不限,学历不限
武汉,餐饮,0.54,经验不限,学历不限
武汉,文化艺术/娱乐,9.0,1-3年,学历不限
武汉,原材料及加工/模具,4.5,1年以内,学历不限
武汉,批发/零售,26.4,经验不限,学历不限
武汉,互联网,6.5,经验不限,学历不限
武汉,互联网,22.5,3-5年,学历不限
武汉,文化艺术/娱乐,7.5,经验不限,学历不限
武汉,法律,12.5,经验不限,学历不限
武汉,原材料及加工/模具,6.75,经验不限,学历不限
武汉,家政服务,6.5,经验不限,学历不限
武汉,法律,14.5,经验不限,学历不限
武汉,保健/养生,,经验不限,学历不限
武汉,互联网,3.5,经验不限,学历不限
武汉,其他生活服务,4.0,经验不限,学历不限
武汉,其他生活服务,9.0,经验不限,学历不限
武汉,文化艺术/娱乐,12.5,经验不限,学历不限
武汉,餐饮,,经验不限,初中及以下
武汉,汽车研发/制造,18.0,3-5年,学历不限
武汉,其他专业服务,8.5,经验不限,学历不限
武汉,互联网金融,6.5,经验不限,学历不限
武汉,电子商务,9.0,3-5年,学历不限
武汉,互联网,10.5,经验不限,学历不限
武汉,其他新能源,7.5,经验不限,学历不限
武汉,新能源汽车,8.0,经验不限,学历不限
武汉,其他金融业,8.5,经验不限,学历不限
武汉,互联网,8.5,经验不限,学历不限
武汉,电子商务,7.5,1年以内,学历不限
武汉,餐饮,5.5,经验不限,学历不限
武汉,汽车零部件,8.0,经验不限,学历不限
武汉,生活服务(O2O),10.5,经验不限,学历不限
武汉,银行,10.5,经验不限,学历不限
武汉,生活服务(O2O),26.4,经验不限,学历不限
武汉,法律,8.5,经验不限,学历不限
武汉,咨询,0.54,经验不限,学历不限
武汉,互联网,16.0,1年以内,学历不限
武汉,餐饮,4.5,经验不限,学历不限
武汉,餐饮,5.0,经验不限,学历不限
武汉,家政服务,6.5,经验不限,学历不限
武汉,互联网,13.0,经验不限,学历不限
武汉,广播/影视,8.0,经验不限,学历不限
武汉,批发/零售,4.0,经验不限,学历不限
武汉,通用设备,6.5,3-5年,学历不限
武汉,电子商务,5.0,经验不限,学历不限
武汉,体育,10.0,经验不限,学历不限
武汉,广告营销,8.5,经验不限,学历不限
武汉,电子商务,6.15,经验不限,学历不限
武汉,电子商务,7.5,经验不限,学历不限
武汉,房屋建筑工程,10.5,经验不限,学历不限
武汉,批发/零售,4.0,经验不限,学历不限
武汉,互联网金融,10.5,经验不限,学历不限
武汉,餐饮,8.5,经验不限,学历不限
武汉,汽车零部件,21.5,10年以上,学历不限
武汉,电子商务,0.9,经验不限,学历不限
武汉,文化艺术/娱乐,4.5,经验不限,学历不限
武汉,互联网金融,7.5,经验不限,学历不限
武汉,家政服务,10.5,经验不限,学历不限
武汉,房地产中介/租赁,6.5,经验不限,学历不限
武汉,房地产中介/租赁,7.5,经验不限,学历不限
武汉,文化艺术/娱乐,8.25,经验不限,学历不限
武汉,批发/零售,5.0,经验不限,学历不限
武汉,食品/饮料/烟酒,5.0,经验不限,学历不限
武汉,休闲/娱乐,4.5,经验不限,学历不限
武汉,汽车零部件,10.5,3-5年,学历不限
武汉,人力资源服务,6.5,经验不限,学历不限
武汉,批发/零售,,经验不限,学历不限
武汉,餐饮,4.5,1-3年,学历不限
武汉,互联网,6.0,经验不限,学历不限
武汉,生物/制药,7.0,1-3年,高中
武汉,医疗健康,,1-3年,初中及以下
武汉,法律,9.0,1年以内,学历不限
武汉,其他生活服务,6.5,经验不限,学历不限
武汉,物流/仓储,10.0,经验不限,学历不限
武汉,文化艺术/娱乐,10.5,经验不限,学历不限
武汉,通信/网络设备,5.5,1-3年,学历不限
武汉,餐饮,4.5,1-3年,初中及以下
武汉,餐饮,3.5,经验不限,学历不限
武汉,广播/影视,10.5,1-3年,学历不限
武汉,珠宝/首饰,8.5,3-5年,高中
武汉,电子商务,6.0,1-3年,学历不限
武汉,家具/家居,7.5,1-3年,高中
武汉,保健/养生,12.5,经验不限,学历不限
武汉,新能源汽车,10.0,经验不限,学历不限
武汉,进出口贸易,8.5,经验不限,学历不限
武汉,美容,30.0,3-5年,学历不限
武汉,交通/运输,7.5,经验不限,学历不限
武汉,医疗健康,18.0,1-3年,学历不限
武汉,社交网络与媒体,5.5,1-3年,学历不限
武汉,批发/零售,8.0,1-3年,学历不限
武汉,家政服务,7.0,经验不限,学历不限
武汉,其他行业,10.5,经验不限,学历不限
武汉,咨询,7.5,经验不限,学历不限
武汉,汽车零部件,14.0,5-10年,学历不限
武汉,装修装饰,9.5,5-10年,高中
武汉,餐饮,5.0,经验不限,学历不限
武汉,休闲/娱乐,6.0,经验不限,学历不限
武汉,人力资源服务,6.5,经验不限,学历不限
武汉,广告/公关/会展,5.5,3-5年,学历不限
武汉,其他生活服务,11.0,经验不限,学历不限
武汉,批发/零售,0.54,经验不限,学历不限
武汉,文化艺术/娱乐,10.0,经验不限,学历不限
武汉,同城货运,9.5,经验不限,学历不限
武汉,房地产中介/租赁,10.5,经验不限,学历不限
武汉,汽车零部件,7.0,经验不限,学历不限
武汉,互联网,10.5,经验不限,学历不限
武汉,保健/养生,8.5,1-3年,学历不限
武汉,装卸搬运和仓储业,8.5,经验不限,学历不限
武汉,自动化设备,8.0,10年以上,学历不限
武汉,生活服务(O2O),4.5,经验不限,高中
武汉,互联网,12.5,经验不限,学历不限
武汉,培训/辅导机构,0.48,经验不限,学历不限
武汉,食品/饮料/烟酒,3.5,经验不限,学历不限
武汉,家政服务,7.0,经验不限,学历不限
武汉,互联网,7.5,经验不限,学历不限
武汉,餐饮,0.48,经验不限,学历不限
武汉,游戏,12.5,3-5年,学历不限
武汉,通信/网络设备,5.0,1年以内,学历不限
武汉,新零售,8.5,经验不限,学历不限
武汉,餐饮,0.54,经验不限,学历不限
武汉,电子/硬件开发,6.25,经验不限,学历不限
武汉,新能源汽车,12.5,经验不限,学历不限
武汉,社交网络与媒体,12.5,经验不限,学历不限
武汉,互联网,9.5,经验不限,学历不限
武汉,房地产中介/租赁,6.5,经验不限,学历不限
武汉,咨询,0.54,经验不限,学历不限
武汉,其他生活服务,4.5,经验不限,学历不限
武汉,其他生活服务,4.5,1年以内,学历不限
武汉,机械设备/机电/重工,6.5,5-10年,学历不限
武汉,其他生活服务,12.5,经验不限,学历不限
武汉,餐饮,0.48,经验不限,学历不限
武汉,互联网,11.5,3-5年,学历不限
武汉,房地产中介/租赁,7.5,经验不限,学历不限
武汉,休闲/娱乐,3.5,经验不限,学历不限
武汉,电子商务,7.5,经验不限,学历不限
武汉,家政服务,9.0,经验不限,初中及以下
武汉,游戏,7.0,经验不限,学历不限
武汉,汽车经销商,9.5,经验不限,学历不限
武汉,食品/饮料/烟酒,5.0,经验不限,学历不限
武汉,即时配送,,经验不限,学历不限
武汉,批发/零售,5.0,经验不限,学历不限
武汉,企业服务,5.5,经验不限,学历不限
武汉,文化艺术/娱乐,22.5,经验不限,学历不限
武汉,通信/网络设备,7.0,经验不限,学历不限
武汉,其他消费品,10.5,经验不限,学历不限
武汉,其他生活服务,18.5,经验不限,学历不限
武汉,互联网金融,9.5,经验不限,学历不限
武汉,公路物流,8.5,3-5年,学历不限
武汉,投资/融资,30.0,5-10年,学历不限
武汉,生活服务(O2O),10.5,经验不限,学历不限
武汉,批发/零售,4.0,1年以内,学历不限
武汉,酒店/民宿,5.0,1-3年,学历不限
武汉,房地产中介/租赁,10.5,经验不限,学历不限
武汉,休闲/娱乐,7.0,经验不限,学历不限
武汉,电子商务,6.5,1-3年,学历不限
武汉,餐饮,5.0,经验不限,学历不限
武汉,游戏,7.5,经验不限,学历不限
武汉,文化艺术/娱乐,16.5,经验不限,学历不限
武汉,互联网,7.0,经验不限,学历不限
武汉,其他生活服务,20.0,经验不限,学历不限
武汉,其他生活服务,9.5,经验不限,学历不限
武汉,游戏,14.5,3-5年,学历不限
武汉,汽车研发/制造,8.0,经验不限,学历不限
武汉,新能源汽车,10.0,经验不限,学历不限
武汉,美容,25.0,经验不限,学历不限
武汉,互联网金融,8.5,经验不限,学历不限
武汉,其他生活服务,17.5,经验不限,学历不限
武汉,互联网金融,8.5,经验不限,学历不限
武汉,休闲/娱乐,12.5,经验不限,学历不限
武汉,餐饮,0.54,经验不限,学历不限
武汉,其他金融业,7.5,经验不限,学历不限
武汉,物流/仓储,8.5,经验不限,学历不限
武汉,其他生活服务,22.5,经验不限,学历不限
武汉,即时配送,,经验不限,学历不限
武汉,医疗健康,12.5,经验不限,学历不限
武汉,快递,10.5,经验不限,学历不限
武汉,其他金融业,17.5,经验不限,初中及以下
武汉,美容,22.5,经验不限,学历不限
武汉,餐饮,4.5,经验不限,初中及以下
武汉,生活服务(O2O),10.0,经验不限,学历不限
武汉,仪器仪表/工业自动化,2.31,经验不限,学历不限
武汉,其他生活服务,11.0,经验不限,学历不限
武汉,批发/零售,4.5,经验不限,学历不限
武汉,家政服务,7.0,经验不限,学历不限
武汉,批发/零售,4.95,经验不限,学历不限
武汉,批发/零售,0.54,经验不限,学历不限
武汉,文化艺术/娱乐,10.0,经验不限,学历不限
武汉,同城货运,9.5,经验不限,学历不限
武汉,房地产中介/租赁,10.5,经验不限,学历不限
武汉,其他行业,10.5,经验不限,学历不限
武汉,咨询,7.5,经验不限,学历不限
武汉,餐饮,4.5,1年以内,学历不限
武汉,其他生活服务,5.5,经验不限,学历不限
武汉,企业服务,6.0,经验不限,学历不限
武汉,生活服务(O2O),9.0,经验不限,学历不限
武汉,新零售,1.08,经验不限,学历不限
武汉,汽车零部件,14.0,5-10年,学历不限
武汉,互联网,6.0,经验不限,学历不限
武汉,装修装饰,9.5,5-10年,高中
武汉,餐饮,5.0,经验不限,学历不限
武汉,广告/公关/会展,5.5,3-5年,学历不限
武汉,餐饮,8.5,经验不限,学历不限
武汉,休闲/娱乐,6.0,经验不限,学历不限
武汉,人力资源服务,6.5,经验不限,学历不限
武汉,新能源汽车,5.5,经验不限,学历不限
武汉,文化艺术/娱乐,10.5,经验不限,学历不限
武汉,广播/影视,8.0,经验不限,学历不限
武汉,餐饮,5.0,经验不限,学历不限
武汉,医疗健康,5.0,1年以内,学历不限
武汉,游戏,10.5,经验不限,学历不限
武汉,机械设备/机电/重工,7.0,经验不限,学历不限
武汉,餐饮,5.5,经验不限,学历不限
武汉,通信/网络设备,10.5,经验不限,学历不限
武汉,其他制造业,7.0,1-3年,学历不限
武汉,互联网,5.0,经验不限,学历不限
武汉,法律,10.0,经验不限,学历不限
武汉,4S店/后市场,9.5,1-3年,学历不限
武汉,互联网,25.0,1-3年,高中
武汉,企业服务,10.5,经验不限,学历不限
武汉,美容/美发,0.9,经验不限,学历不限
武汉,互联网,12.5,经验不限,学历不限
武汉,游戏,45.0,经验不限,学历不限
武汉,体育,4.0,经验不限,学历不限
武汉,文化艺术/娱乐,17.5,经验不限,学历不限
武汉,咨询,5.5,1年以内,学历不限
武汉,文化艺术/娱乐,12.5,经验不限,学历不限
武汉,文化艺术/娱乐,8.0,经验不限,学历不限
武汉,游戏,6.5,经验不限,学历不限
武汉,其他行业,7.5,经验不限,学历不限
武汉,咨询,10.5,经验不限,学历不限
武汉,互联网,8.0,1年以内,学历不限
武汉,批发/零售,2.5,经验不限,学历不限
武汉,食品/饮料/烟酒,12.0,经验不限,学历不限
武汉,文化艺术/娱乐,7.5,1-3年,学历不限
武汉,其他金融业,17.5,经验不限,高中
武汉,餐饮,4.5,1年以内,学历不限
武汉,其他行业,12.5,经验不限,学历不限
武汉,咨询,8.5,经验不限,学历不限
武汉,企业服务,5.5,经验不限,学历不限
武汉,文化艺术/娱乐,10.0,经验不限,学历不限
武汉,其他生活服务,10.0,经验不限,学历不限
武汉,社交网络与媒体,8.5,经验不限,学历不限
武汉,广播/影视,5.5,经验不限,学历不限
武汉,文化艺术/娱乐,25.0,经验不限,学历不限
武汉,计算机/通信/其他电子设备,7.199999999999999,经验不限,学历不限
武汉,其他生活服务,12.5,经验不限,学历不限
武汉,食品/饮料/烟酒,5.5,经验不限,学历不限
武汉,汽车后市场,5.5,经验不限,学历不限
武汉,家政服务,10.0,经验不限,学历不限
武汉,文化艺术/娱乐,8.0,经验不限,学历不限
武汉,房地产中介/租赁,9.0,经验不限,学历不限
武汉,文化艺术/娱乐,8.0,1-3年,高中
武汉,半导体/芯片,7.0,经验不限,学历不限
武汉,电子商务,4.5,经验不限,初中及以下
武汉,互联网金融,6.5,经验不限,学历不限
武汉,餐饮,6.0,经验不限,学历不限
武汉,互联网,,经验不限,学历不限
武汉,进出口贸易,6.5,经验不限,高中
武汉,保健/养生,15.0,经验不限,学历不限
武汉,电子商务,12.5,经验不限,学历不限
武汉,餐饮,10.0,5-10年,学历不限
武汉,餐饮,5.0,1年以内,学历不限
武汉,企业服务,10.5,经验不限,学历不限
武汉,批发/零售,5.5,经验不限,高中
武汉,汽车后市场,,经验不限,学历不限
武汉,休闲/娱乐,9.5,经验不限,学历不限
武汉,企业服务,4.18,经验不限,学历不限
武汉,交通/运输,8.0,1年以内,学历不限
武汉,电力/热力/燃气/水利,5.5,经验不限,学历不限
